mode,brand,fuel_type,kilometers_driven,mileage,owner_type,power,price,seats,transmission,year
MARUTI BALENO,MARUTI,Diesel,29000,27.39,First,74,6.5,5,Manual,2016
MARUTI BALENO,MARUTI,Petrol,14930,21.4,First,83.1,5.85,5,Manual,2016
MARUTI BALENO,MARUTI,Petrol,146000,15.4,Second,94,1.05,5,Manual,2006
MARUTI BALENO,MARUTI,Petrol,50003,21.4,First,83.1,5.45,5,Manual,2016
MARUTI BALENO,MARUTI,Petrol,23714,21.4,First,83.1,6.57,5,Manual,2018
MARUTI BALENO,MARUTI,Petrol,70000,22.24467742,First,83.08196721,1.3,5,Manual,2005
MARUTI BALENO,MARUTI,Diesel,46000,27.39,First,74,6.75,5,Manual,2016
MARUTI BALENO,MARUTI,Petrol,17705,21.4,First,83.1,8.7,5,Manual,2019
MARUTI BALENO,MARUTI,Petrol,12000,21.4,First,83.1,6.1,5,Manual,2016
MARUTI BALENO,MARUTI,Diesel,30112,27.39,First,74,7.79,5,Manual,2016
MARUTI BALENO,MARUTI,Petrol,44000,21.4,First,83.1,6.2,5,Automatic,2017
MARUTI BALENO,MARUTI,Petrol,21684,21.4,First,83.1,7.89,5,Automatic,2018
MARUTI BALENO,MARUTI,Petrol,25040,21.4,First,83.1,7.74,5,Manual,2017
MARUTI BALENO,MARUTI,Petrol,12573,21.4,First,83.1,5.8,5,Manual,2016
MARUTI BALENO,MARUTI,Petrol,14900,21.4,First,83.1,8.6,5,Automatic,2017
MARUTI BALENO,MARUTI,Petrol,4131,21.4,First,83.1,7.75,5,Automatic,2018
MARUTI BALENO,MARUTI,Petrol,15544,21.4,First,83.1,5.65,5,Manual,2017
MARUTI BALENO,MARUTI,Petrol,36152,21.4,First,83.1,7.22,5,Automatic,2017
MARUTI BALENO,MARUTI,Petrol,27000,21.4,First,83.1,6.5,5,Manual,2016
MARUTI BALENO,MARUTI,Diesel,33000,27.39,First,74,6.96,5,Manual,2017
MARUTI BALENO,MARUTI,Petrol,38852,21.4,First,83.1,8.47,5,Automatic,2018
MARUTI BALENO,MARUTI,Petrol,22900,21.4,First,83.1,7,5,Manual,2018
MARUTI BALENO,MARUTI,Petrol,13574,21.4,First,83.1,9.51,5,Automatic,2019
MARUTI BALENO,MARUTI,Petrol,12208,21.4,First,83.1,6.75,5,Manual,2016
MARUTI BALENO,MARUTI,Petrol,25093,21.4,First,83.1,7.76,5,Manual,2018
MARUTI BALENO,MARUTI,Diesel,29000,27.39,First,74,6.5,5,Manual,2016
MARUTI BALENO,MARUTI,Petrol,8500,21.4,First,83.1,5.49,5,Manual,2016
MARUTI BALENO,MARUTI,Petrol,17000,21.4,First,83.1,6.9,5,Manual,2016
MARUTI BALENO,MARUTI,Petrol,34630,21.4,First,83.1,7.29,5,Automatic,2018
MARUTI BALENO,MARUTI,Petrol,20000,21.4,First,83.1,5.74,5,Automatic,2016
MARUTI BALENO,MARUTI,Petrol,25858,21.4,First,83.1,7.54,5,Automatic,2018
MARUTI BALENO,MARUTI,Petrol,27809,21.4,First,83.1,6.41,5,Automatic,2016
MARUTI BALENO,MARUTI,Petrol,46663,21.1,First,100,6.95,5,Manual,2017
MARUTI BALENO,MARUTI,Petrol,18678,21.1,First,100,8.32,5,Manual,2018
MARUTI BALENO,MARUTI,Diesel,2000,27.39,First,74,8.7,5,Manual,2018
MARUTI BALENO,MARUTI,Petrol,70362,15.4,Second,83.08196721,1.81,5,Manual,2006
MARUTI BALENO,MARUTI,Petrol,26731,21.1,First,100,8.61,5,Manual,2018
MARUTI BALENO,MARUTI,Diesel,20000,27.39,First,74,8.5,5,Manual,2017
MARUTI BALENO,MARUTI,Petrol,15134,21.4,First,83.1,6.37,5,Manual,2017
MARUTI BALENO,MARUTI,Petrol,16900,21.1,First,100,6.99,5,Manual,2017
MARUTI BALENO,MARUTI,Diesel,54000,27.39,First,74,5.95,5,Manual,2015
MARUTI BALENO,MARUTI,Petrol,33000,21.4,First,83.1,7.25,5,Automatic,2017
MARUTI BALENO,MARUTI,Petrol,21000,21.4,First,83.1,6.21,5,Manual,2016
MARUTI BALENO,MARUTI,Petrol,30965,21.4,First,83.1,6.25,5,Manual,2016
MARUTI BALENO,MARUTI,Petrol,16000,21.4,First,83.1,6.95,5,Manual,2016
MARUTI BALENO,MARUTI,Diesel,24000,27.39,First,74,8.4,5,Manual,2017
MARUTI BALENO,MARUTI,Petrol,3000,21.4,First,83.1,8.85,5,Automatic,2018
MARUTI BALENO,MARUTI,Diesel,42243,27.39,First,74,7.48,5,Manual,2018
MARUTI BALENO,MARUTI,Petrol,43639,21.1,First,100,8.15,5,Manual,2018
MARUTI BALENO,MARUTI,Petrol,13000,21.4,First,83.1,6.6,5,Manual,2018
MARUTI BALENO,MARUTI,Petrol,10300,21.4,First,83.1,6.75,5,Manual,2017
MARUTI BALENO,MARUTI,Petrol,35129,21.4,First,83.1,7,5,Automatic,2016
MARUTI BALENO,MARUTI,Petrol,155000,15.4,Third,94,0.85,5,Manual,2006
MARUTI BALENO,MARUTI,Petrol,33150,21.4,First,83.1,7.39,5,Manual,2018
MARUTI BALENO,MARUTI,Petrol,27000,21.4,First,83.1,4.5,5,Manual,2017
MARUTI BALENO,MARUTI,Petrol,43917,21.4,First,83.1,6.8,5,Manual,2017
MARUTI BALENO,MARUTI,Diesel,98000,27.39,First,74,5.5,5,Manual,2015
MARUTI BALENO,MARUTI,Diesel,17810,27.39,First,74,8.5,5,Manual,2018
MARUTI BALENO,MARUTI,Petrol,6000,21.4,First,83.1,7.5,5,Manual,2017
MARUTI CELERIO,MARUTI,Petrol,77815,23.1,First,67.04,4.25,5,Automatic,2014
MARUTI CELERIO,MARUTI,Diesel,80219,27.62,First,47,3.5,5,Manual,2016
MARUTI CELERIO,MARUTI,Petrol,56000,23.1,First,67.04,2.79,5,Manual,2014
MARUTI CELERIO,MARUTI,Petrol,35214,23.1,Second,67.04,3.2,5,Automatic,2014
MARUTI CELERIO,MARUTI,Petrol,44600,23.1,First,67.04,4.55,5,Automatic,2014
MARUTI CELERIO,MARUTI,Petrol,33450,23.1,First,67.04,4.4,5,Automatic,2014
MARUTI CELERIO,MARUTI,Petrol,7500,23.1,First,67.04,5,5,Automatic,2017
MARUTI CELERIO,MARUTI,Petrol,74000,23.1,First,67.04,4.15,5,Manual,2015
MARUTI CELERIO,MARUTI,Petrol,21600,23.1,First,67.04,4.65,5,Automatic,2016
MARUTI CELERIO,MARUTI,Petrol,77000,23.1,First,67.04,2.8,5,Manual,2014
MARUTI CELERIO,MARUTI,Petrol,12000,23.1,Second,67.04,4.25,5,Automatic,2016
MARUTI CELERIO,MARUTI,Petrol,49800,23.1,First,67.04,4,5,Automatic,2014
MARUTI CELERIO,MARUTI,Petrol,53000,23.1,First,67.04,3.8,5,Automatic,2014
MARUTI CELERIO,MARUTI,Petrol,41123,23.1,First,67.04,3.4,5,Manual,2014
MARUTI CELERIO,MARUTI,Petrol,47691,23.1,First,67.04,3.94,5,Automatic,2016
MARUTI CELERIO,MARUTI,Petrol,21799,23.1,First,67.04,5.11,5,Manual,2017
MARUTI CELERIO,MARUTI,Petrol,25562,23.1,First,67.04,3.5,5,Manual,2016
MARUTI CELERIO,MARUTI,Petrol,30458,23.1,First,67.04,2.99,5,Manual,2015
MARUTI CELERIO,MARUTI,Petrol,54000,23.1,First,67.04,4.5,5,Automatic,2016
MARUTI CELERIO,MARUTI,Petrol,26400,23.1,First,67.04,4.99,5,Manual,2017
MARUTI CELERIO,MARUTI,CNG,70536,31.79,First,58.33,4.58,5,Manual,2016
MARUTI CELERIO,MARUTI,Diesel,33517,27.62,First,47,3.1,5,Manual,2015
MARUTI CELERIO,MARUTI,Petrol,30000,23.1,Second,67.04,4.25,5,Automatic,2016
MARUTI CELERIO,MARUTI,Petrol,33000,23.1,First,67.04,3.99,5,Automatic,2015
MARUTI CELERIO,MARUTI,Petrol,30000,23.1,First,67.04,3.49,5,Automatic,2016
MARUTI CELERIO,MARUTI,Petrol,55000,23.1,First,67.04,3.5,5,Automatic,2015
MARUTI CELERIO,MARUTI,Petrol,35225,23.1,First,67.04,5.25,5,Automatic,2017
MARUTI CELERIO,MARUTI,Petrol,38009,23.1,First,67.04,4.25,5,Automatic,2016
MARUTI CELERIO,MARUTI,Petrol,57818,23.1,First,67.04,4.3,5,Manual,2015
MARUTI CELERIO,MARUTI,Petrol,64000,23.1,First,67.04,4.2,5,Automatic,2016
MARUTI CELERIO,MARUTI,Petrol,18500,23.1,First,67.04,3.95,5,Automatic,2014
MARUTI CELERIO,MARUTI,Petrol,59751,23.1,First,67.04,4.88,5,Automatic,2015
MARUTI CELERIO,MARUTI,Petrol,20000,23.1,First,67.04,4.7,5,Automatic,2017
MARUTI CELERIO,MARUTI,Petrol,21000,23.1,First,67.04,3.75,5,Manual,2014
MARUTI CELERIO,MARUTI,Petrol,3923,23.1,First,67.04,5.2,5,Manual,2017
MARUTI CELERIO,MARUTI,Petrol,31396,23.1,First,67.04,5.53,5,Manual,2018
MARUTI CELERIO,MARUTI,Petrol,26725,23.1,First,67.04,4.25,5,Automatic,2015
MARUTI CELERIO,MARUTI,Petrol,50000,23.1,First,67.04,3.9,5,Automatic,2015
MARUTI CELERIO,MARUTI,Petrol,44000,23.1,First,67.04,4.3,5,Automatic,2014
MARUTI CELERIO,MARUTI,Petrol,47020,23.1,Second,67.04,4.5,5,Manual,2015
MARUTI CELERIO,MARUTI,Petrol,46559,23.1,First,67.04,3.75,5,Automatic,2014
MARUTI CELERIO,MARUTI,Petrol,58470,23.1,First,67.04,3.9,5,Manual,2014
MARUTI CELERIO,MARUTI,Petrol,36789,23.1,First,67.04,4.25,5,Automatic,2016
MARUTI CELERIO,MARUTI,Diesel,42000,27.62,First,47,3.6,5,Manual,2015
MARUTI CELERIO,MARUTI,Diesel,42150,27.62,First,47,3.6,5,Manual,2015
MARUTI CELERIO,MARUTI,Petrol,30000,23.1,First,67.04,3.75,5,Manual,2018
MARUTI CELERIO,MARUTI,Petrol,21701,23.1,First,67.04,3.38,5,Manual,2014
MARUTI CELERIO,MARUTI,CNG,64687,31.79,First,58.33,3.8,5,Manual,2015
MARUTI CELERIO,MARUTI,Petrol,7100,23.1,First,67.04,4.35,5,Automatic,2016
MARUTI CELERIO,MARUTI,Petrol,12278,23.1,First,67.04,5.63,5,Automatic,2018
MARUTI CELERIO,MARUTI,Petrol,60586,23.1,First,67.04,4.11,5,Manual,2015
MARUTI CELERIO,MARUTI,Petrol,17000,23.1,First,67.04,4.9,5,Manual,2017
MARUTI CELERIO,MARUTI,Petrol,48808,23.1,First,67.04,4.3,5,Manual,2015
MARUTI CELERIO,MARUTI,Petrol,48000,23.1,First,67.04,3.25,5,Manual,2014
MARUTI CELERIO,MARUTI,Petrol,24300,23.1,First,67.04,4.55,5,Automatic,2014
MARUTI CELERIO,MARUTI,Petrol,30000,23.1,First,67.04,3.8,5,Automatic,2016
MARUTI CELERIO,MARUTI,Petrol,40337,23.1,First,67.04,4.45,5,Automatic,2015
MARUTI CELERIO,MARUTI,Petrol,67600,23.1,First,67.04,4,5,Manual,2015
MARUTI CIAZ,MARUTI,Petrol,25692,21.56,First,103.25,9.95,5,Manual,2018
MARUTI CIAZ,MARUTI,Petrol,44285,20.73,First,91.1,7.47,5,Manual,2017
MARUTI CIAZ,MARUTI,Petrol,41283,20.73,First,91.1,9.9,5,Manual,2018
MARUTI CIAZ,MARUTI,Diesel,34000,28.09,First,88.5,8.45,5,Manual,2016
MARUTI CIAZ,MARUTI,Diesel,25142,28.09,First,88.5,8.26,5,Manual,2017
MARUTI CIAZ,MARUTI,Diesel,41000,28.09,First,88.5,9.5,5,Manual,2016
MARUTI CIAZ,MARUTI,Diesel,36381,28.09,First,88.5,9.75,5,Manual,2017
MARUTI CIAZ,MARUTI,Petrol,49500,20.73,First,91.1,6,5,Manual,2014
MARUTI CIAZ,MARUTI,Diesel,41217,28.09,First,88.5,7.4,5,Manual,2017
MARUTI CIAZ,MARUTI,Petrol,6006,20.73,First,91.1,8.25,5,Manual,2017
MARUTI CIAZ,MARUTI,Diesel,56000,28.09,First,88.5,7.5,5,Manual,2016
MARUTI CIAZ,MARUTI,Diesel,26322,28.09,First,88.5,8.9,5,Manual,2017
MARUTI CIAZ,MARUTI,Diesel,38282,28.09,First,88.5,8.5,5,Manual,2017
MARUTI CIAZ,MARUTI,Petrol,32000,19.12,First,91.1,9.2,5,Automatic,2017
MARUTI CIAZ,MARUTI,Diesel,40500,28.09,First,88.5,7.1,5,Manual,2015
MARUTI CIAZ,MARUTI,Petrol,44620,20.73,First,91.1,6.93,5,Manual,2015
MARUTI CIAZ,MARUTI,Diesel,45000,28.09,First,88.5,6.85,5,Manual,2014
MARUTI CIAZ,MARUTI,Petrol,32644,20.73,First,91.1,9.28,5,Manual,2018
MARUTI CIAZ,MARUTI,Petrol,40347,20.73,First,91.2,7.8,5,Manual,2016
MARUTI CIAZ,MARUTI,Petrol,46601,20.73,First,91.1,6.84,5,Manual,2015
MARUTI CIAZ,MARUTI,Petrol,5500,21.56,First,103.25,8.2,5,Manual,2017
MARUTI CIAZ,MARUTI,Petrol,17000,20.73,First,91.1,7.65,5,Manual,2017
MARUTI CIAZ,MARUTI,Diesel,66000,28.09,First,88.5,6.4,5,Manual,2016
MARUTI CIAZ,MARUTI,Petrol,15982,20.73,First,91.1,9.96,5,Manual,2018
MARUTI CIAZ,MARUTI,Petrol,35770,20.73,First,91.1,5.95,5,Manual,2015
MARUTI CIAZ,MARUTI,Diesel,50000,28.09,First,88.5,8.5,5,Manual,2016
MARUTI CIAZ,MARUTI,Diesel,46000,28.09,First,88.5,8.45,5,Manual,2016
MARUTI CIAZ,MARUTI,Petrol,46738,19.12,First,91.1,6.1,5,Automatic,2014
MARUTI CIAZ,MARUTI,Diesel,62691,26.21,First,88.5,7.5,5,Manual,2017
MARUTI CIAZ,MARUTI,Petrol,38394,21.56,First,103.25,9.18,5,Manual,2018
MARUTI CIAZ,MARUTI,Diesel,38500,28.09,Second,88.5,7.85,5,Manual,2016
MARUTI CIAZ,MARUTI,Diesel,25000,28.09,First,88.5,8.3,5,Manual,2017
MARUTI CIAZ,MARUTI,Petrol,51950,20.73,First,91.1,6.75,5,Manual,2016
MARUTI CIAZ,MARUTI,Diesel,68737,26.21,First,88.5,9.32,5,Manual,2018
MARUTI CIAZ,MARUTI,Diesel,62144,26.21,Second,88.5,5.75,5,Manual,2015
MARUTI CIAZ,MARUTI,Petrol,30000,20.73,First,91.1,6.7,5,Manual,2015
MARUTI CIAZ,MARUTI,Diesel,83000,28.09,First,88.5,7.1,5,Manual,2016
MARUTI CIAZ,MARUTI,Petrol,25470,20.73,First,91.1,5.9,5,Manual,2015
MARUTI CIAZ,MARUTI,Diesel,84085,26.21,First,88.5,6.9,5,Manual,2016
MARUTI CIAZ,MARUTI,Diesel,40810,28.09,First,88.5,7.9,5,Manual,2016
MARUTI CIAZ,MARUTI,Petrol,51210,19.12,First,91.1,8.89,5,Automatic,2017
MARUTI CIAZ,MARUTI,Diesel,52324,28.09,First,88.5,6.25,5,Manual,2015
MARUTI CIAZ,MARUTI,Petrol,10575,21.56,First,103.25,9.18,5,Manual,2018
MARUTI CIAZ,MARUTI,Petrol,43152,20.73,First,91.1,7.35,5,Manual,2016
MARUTI CIAZ,MARUTI,Petrol,19416,21.56,First,103.25,8.25,5,Manual,2017
MARUTI CIAZ,MARUTI,Diesel,38151,28.09,First,88.5,7.65,5,Manual,2016
MARUTI CIAZ,MARUTI,Diesel,65218,26.21,First,88.5,7.4,5,Manual,2015
MARUTI CIAZ,MARUTI,Petrol,50979,19.12,First,91.1,6.9,5,Automatic,2015
MARUTI CIAZ,MARUTI,Petrol,30000,20.73,First,91.1,6.55,5,Manual,2015
MARUTI CIAZ,MARUTI,Diesel,46166,26.21,Second,88.5,5.5,5,Manual,2015
MARUTI CIAZ,MARUTI,Petrol,51579,20.73,First,91.1,5.95,5,Manual,2015
MARUTI CIAZ,MARUTI,Diesel,23988,28.09,First,88.5,7.75,5,Manual,2016
MARUTI CIAZ,MARUTI,Petrol,50940,19.12,First,91.1,6.95,5,Automatic,2015
MARUTI CIAZ,MARUTI,Diesel,54268,28.09,First,88.5,7.67,5,Manual,2016
MARUTI CIAZ,MARUTI,Petrol,60913,20.73,First,91.1,7.19,5,Manual,2016
MARUTI CIAZ,MARUTI,Diesel,59000,28.09,First,88.5,6,5,Manual,2015
MARUTI CIAZ,MARUTI,Diesel,39023,28.09,First,88.5,9.48,5,Manual,2018
MARUTI CIAZ,MARUTI,Diesel,34400,28.09,First,88.5,5.5,5,Manual,2015
MARUTI CIAZ,MARUTI,Diesel,90000,26.21,First,88.5,6.5,5,Manual,2015
MARUTI CIAZ,MARUTI,Diesel,29000,26.21,First,88.5,8.75,5,Manual,2016
MARUTI CIAZ,MARUTI,Petrol,41810,20.73,First,91.1,7.11,5,Manual,2016
MARUTI CIAZ,MARUTI,Petrol,25418,20.73,First,91.2,7.09,5,Manual,2016
MARUTI CIAZ,MARUTI,Petrol,41000,20.73,First,91.1,5.85,5,Manual,2015
MARUTI CIAZ,MARUTI,Petrol,48823,20.73,First,91.1,6.35,5,Manual,2015
MARUTI CIAZ,MARUTI,Petrol,7784,20.73,First,91.1,8.76,5,Manual,2018
MARUTI CIAZ,MARUTI,Diesel,17804,28.09,Second,88.5,7.97,5,Manual,2018
MARUTI CIAZ,MARUTI,Diesel,62287,28.09,First,88.5,7.9,5,Manual,2016
MARUTI CIAZ,MARUTI,Diesel,47883,26.21,Second,88.5,7.4,5,Manual,2015
MARUTI CIAZ,MARUTI,Diesel,52000,28.09,First,88.5,6.9,5,Manual,2015
MARUTI CIAZ,MARUTI,Diesel,67048,28.09,First,88.5,7.9,5,Manual,2015
MARUTI CIAZ,MARUTI,Petrol,15234,19.12,First,91.1,9.95,5,Automatic,2017
MARUTI DZIRE,MARUTI,Petrol,13000,22,First,81.8,8.5,5,Automatic,2017
MARUTI DZIRE,MARUTI,Petrol,46687,22,First,81.8,2.7,5,Manual,2011
MARUTI DZIRE,MARUTI,Diesel,28226,28.4,First,73.75,9.15,5,Automatic,2017
MARUTI DZIRE,MARUTI,Diesel,41747,28.4,First,73.75,9,5,Automatic,2017
MARUTI DZIRE,MARUTI,Diesel,45376,28.4,First,73.75,5.75,5,Manual,2016
MARUTI DZIRE,MARUTI,Diesel,24000,28.4,First,73.75,8.2,5,Manual,2017
MARUTI DZIRE,MARUTI,Diesel,74000,28.4,Second,73.75,4.25,5,Manual,2012
MARUTI DZIRE,MARUTI,Diesel,28193,28.4,First,73.75,5.25,5,Manual,2015
MARUTI DZIRE,MARUTI,Diesel,110000,28.4,First,73.75,4,5,Manual,2011
MARUTI DZIRE,MARUTI,Petrol,34900,22,First,81.8,5.49,5,Manual,2013
MARUTI DZIRE,MARUTI,Diesel,150000,28.4,Third,73.75,2.25,5,Manual,2012
MARUTI DZIRE,MARUTI,Diesel,56454,28.4,First,73.75,4.65,5,Manual,2013
MARUTI DZIRE,MARUTI,Diesel,19000,28.4,First,73.75,8.9,5,Automatic,2017
MARUTI DZIRE,MARUTI,Diesel,30500,26.59,First,74,7.65,5,Automatic,2016
MARUTI DZIRE,MARUTI,Diesel,77084,28.4,First,73.75,4.95,5,Manual,2013
MARUTI DZIRE,MARUTI,Diesel,54758,28.4,First,73.75,6.67,5,Manual,2017
MARUTI DZIRE,MARUTI,Diesel,64035,28.4,First,73.75,8.55,5,Automatic,2018
MARUTI DZIRE,MARUTI,Diesel,25082,28.4,First,73.75,8.37,5,Automatic,2018
MARUTI DZIRE,MARUTI,Petrol,8018,22,First,81.8,8.3,5,Automatic,2019
MARUTI DZIRE,MARUTI,Diesel,68434,28.4,First,73.75,5.5,5,Manual,2013
MARUTI DZIRE,MARUTI,Petrol,74000,22,First,81.8,4.5,5,Manual,2013
MARUTI DZIRE,MARUTI,Petrol,42000,22,First,81.8,5.5,5,Automatic,2017
MARUTI DZIRE,MARUTI,Diesel,48000,28.4,First,73.75,6,5,Manual,2017
MARUTI DZIRE,MARUTI,Diesel,27000,28.4,First,73.75,5.9,5,Manual,2018
MARUTI EECO,MARUTI,Petrol,38053,15.1,First,73,3.91,5,Manual,2017
MARUTI EECO,MARUTI,CNG,31841,15.1,First,73,4.7,5,Manual,2017
MARUTI EECO,MARUTI,Petrol,56661,15.1,First,73,3.61,7,Manual,2012
MARUTI EECO,MARUTI,Petrol,90413,15.1,First,73,2.95,7,Manual,2015
MARUTI EECO,MARUTI,CNG,20000,15.1,First,73,4.5,5,Manual,2018
MARUTI EECO,MARUTI,Petrol,28371,15.1,First,73,4.74,7,Manual,2017
MARUTI EECO,MARUTI,Petrol,34669,15.1,First,73,2.9,7,Manual,2014
MARUTI EECO,MARUTI,Petrol,54885,15.1,First,73,3.75,7,Manual,2013
MARUTI EECO,MARUTI,Petrol,45000,15.1,First,73,2.25,7,Manual,2011
MARUTI EECO,MARUTI,CNG,47001,20,First,63,3.72,5,Manual,2015
MARUTI EECO,MARUTI,CNG,52000,15.1,Second,73,2.6,5,Manual,2013
MARUTI EECO,MARUTI,Petrol,42225,15.1,First,73,4.3,7,Manual,2016
MARUTI EECO,MARUTI,Petrol,22874,15.1,First,73,4.44,5,Manual,2017
MARUTI EECO,MARUTI,Petrol,55000,15.1,First,73,3.75,7,Manual,2016
MARUTI EECO,MARUTI,CNG,21112,15.1,First,73,5.38,5,Manual,2019
MARUTI EECO,MARUTI,CNG,43912,15.1,First,73,4.33,5,Manual,2018
MARUTI EECO,MARUTI,Petrol,34670,15.1,First,73,2.9,7,Manual,2014
MARUTI EECO,MARUTI,Petrol,126000,15.1,First,73,2.2,7,Manual,2016
MARUTI ERTIGA,MARUTI,Diesel,87000,20.77,First,88.76,6,7,Manual,2012
MARUTI ERTIGA,MARUTI,Diesel,63000,24.52,First,88.5,8.15,7,Manual,2016
MARUTI ERTIGA,MARUTI,Diesel,33000,25.47,First,88.5,8.5,7,Manual,2016
MARUTI ERTIGA,MARUTI,Diesel,52000,20.77,First,88.76,6.9,7,Manual,2013
MARUTI ERTIGA,MARUTI,Petrol,18000,16.02,First,93.7,8.25,7,Manual,2018
MARUTI ERTIGA,MARUTI,Petrol,98000,16.02,First,93.7,5.5,7,Manual,2014
MARUTI ERTIGA,MARUTI,Petrol,13361,16.02,First,93.7,6.8,7,Manual,2014
MARUTI ERTIGA,MARUTI,Petrol,47399,16.02,First,93.7,5.6,7,Manual,2014
MARUTI ERTIGA,MARUTI,Diesel,105000,25.47,Second,88.5,6.75,7,Manual,2013
MARUTI ERTIGA,MARUTI,Diesel,53073,20.77,First,88.76,5.95,7,Manual,2013
MARUTI ERTIGA,MARUTI,Diesel,59000,20.77,First,88.8,7.5,7,Manual,2015
MARUTI ERTIGA,MARUTI,Diesel,63939,25.47,First,88.5,7.75,7,Manual,2017
MARUTI ERTIGA,MARUTI,Petrol,68000,16.02,Second,93.7,6.25,7,Manual,2013
MARUTI ERTIGA,MARUTI,Diesel,39929,20.77,First,88.8,6.56,7,Manual,2013
MARUTI ERTIGA,MARUTI,Diesel,64000,20.77,First,88.8,7.25,7,Manual,2014
MARUTI ERTIGA,MARUTI,Diesel,85827,20.77,First,88.76,7.5,7,Manual,2016
MARUTI ERTIGA,MARUTI,Diesel,130000,25.47,First,88.5,7,7,Manual,2016
MARUTI ERTIGA,MARUTI,Diesel,67443,20.77,First,88.8,5.75,7,Manual,2013
MARUTI ERTIGA,MARUTI,Diesel,38000,24.52,First,88.5,8.7,7,Manual,2018
MARUTI ERTIGA,MARUTI,Diesel,54000,20.77,First,88.76,7.75,7,Manual,2016
MARUTI ERTIGA,MARUTI,Diesel,153000,20.77,First,88.76,4.8,7,Manual,2015
MARUTI ERTIGA,MARUTI,Diesel,70000,20.77,First,88.8,5.45,7,Manual,2013
MARUTI ERTIGA,MARUTI,Diesel,43775,20.77,First,88.76,8.27,7,Manual,2017
MARUTI ERTIGA,MARUTI,CNG,19234,17.5,First,80.46,8.35,7,Manual,2017
MARUTI ERTIGA,MARUTI,Diesel,121000,24.52,First,88.5,8,7,Manual,2017
MARUTI ERTIGA,MARUTI,Diesel,88000,20.77,First,88.8,5.85,7,Manual,2012
MARUTI ERTIGA,MARUTI,Diesel,79870,20.77,First,88.76,5.35,7,Manual,2014
MARUTI ERTIGA,MARUTI,Diesel,82085,20.77,First,88.76,6.5,7,Manual,2012
MARUTI ERTIGA,MARUTI,Diesel,68000,25.47,First,88.5,4.85,7,Manual,2013
MARUTI ERTIGA,MARUTI,Diesel,80000,24.52,First,88.5,8.1,7,Manual,2017
MARUTI ERTIGA,MARUTI,CNG,65263,17.5,First,80.46,7.5,7,Manual,2016
MARUTI ERTIGA,MARUTI,Diesel,65000,25.47,First,88.5,7.65,7,Manual,2017
MARUTI ERTIGA,MARUTI,Diesel,47052,20.77,First,88.76,5.99,7,Manual,2014
MARUTI ERTIGA,MARUTI,Diesel,52000,20.77,First,88.8,5.95,7,Manual,2014
MARUTI ERTIGA,MARUTI,Diesel,120000,20.77,First,88.8,7,7,Manual,2013
MARUTI ERTIGA,MARUTI,Diesel,40000,20.77,First,88.8,7,7,Manual,2012
MARUTI ERTIGA,MARUTI,Diesel,14000,25.47,First,88.5,9.25,7,Manual,2018
MARUTI ERTIGA,MARUTI,CNG,53000,22.8,First,80.9,5.8,7,Manual,2013
MARUTI ERTIGA,MARUTI,Petrol,17585,16.02,First,93.7,6.35,7,Manual,2014
MARUTI ERTIGA,MARUTI,Diesel,67000,20.77,First,88.7,6.75,7,Manual,2016
MARUTI ERTIGA,MARUTI,Diesel,58734,20.77,First,88.76,6.91,7,Manual,2015
MARUTI ERTIGA,MARUTI,Diesel,57000,20.77,First,88.8,7,7,Manual,2014
MARUTI ERTIGA,MARUTI,Diesel,168000,20.77,First,88.76,4.5,7,Manual,2012
MARUTI ERTIGA,MARUTI,Diesel,85423,20.77,First,88.8,8.75,7,Manual,2016
MARUTI ERTIGA,MARUTI,Diesel,50000,24.52,First,88.5,8.7,7,Manual,2016
MARUTI ERTIGA,MARUTI,Diesel,74000,20.77,First,88.8,8.75,7,Manual,2015
MARUTI ERTIGA,MARUTI,Diesel,54569,20.77,First,88.76,5.99,7,Manual,2014
MARUTI ERTIGA,MARUTI,Diesel,22281,20.77,First,88.8,6.5,7,Manual,2014
MARUTI ERTIGA,MARUTI,Diesel,40000,20.77,First,88.8,8.25,7,Manual,2015
MARUTI ERTIGA,MARUTI,Diesel,112200,24.52,First,88.5,8.3,7,Manual,2016
MARUTI ERTIGA,MARUTI,Diesel,105000,20.77,Second,88.76,5.9,7,Manual,2012
MARUTI ERTIGA,MARUTI,Diesel,42000,25.47,First,88.5,9.9,7,Manual,2016
MARUTI ERTIGA,MARUTI,Petrol,82543,16.02,First,93.7,5.5,7,Manual,2013
MARUTI ERTIGA,MARUTI,Petrol,28002,16.02,First,93.7,5.75,7,Manual,2012
MARUTI ERTIGA,MARUTI,Diesel,93700,24.52,First,88.5,7.85,7,Manual,2015
MARUTI ERTIGA,MARUTI,Diesel,86000,25.47,Second,88.5,8.2,7,Manual,2016
MARUTI ERTIGA,MARUTI,Diesel,45617,20.77,First,88.76,5.85,7,Manual,2014
MARUTI ERTIGA,MARUTI,Diesel,53817,25.47,First,88.5,7.56,7,Manual,2014
MARUTI ERTIGA,MARUTI,Diesel,38092,20.77,First,88.8,5.2,7,Manual,2012
MARUTI ERTIGA,MARUTI,Petrol,25000,16.02,First,93.7,5.35,7,Manual,2012
MARUTI ERTIGA,MARUTI,Diesel,54161,25.47,First,88.5,7.64,7,Manual,2016
MARUTI ERTIGA,MARUTI,Diesel,17400,24.52,First,88.5,9.75,7,Manual,2017
